uuid,country,source,source_school_id,school_name,latitude,longitude,dq_score,student_count,computer_availability,school_type,school_region,internet_availability,internet_speed_Mbps,region,region_code,state,state_code,city,city_code,internet_availability_prediction
9fa13e94-10ba-3434-a394-a7140d874458,Brazil,government,15000010,EEEF SAO JOSE,-2.1646,-56.6023,1.0,267,No,Estadual,Rural,No,0.0,Norte,1,Pará,15,Faro,1503002,No
de1a8766-053e-37d2-b5a3-517a906b67db,Brazil,government,15000028,EEEF MARCOS BENTES DE CARVALHO,-2.1688,-56.74,0.89,374,No,Estadual,Urban,Yes,2.0,Norte,1,Pará,15,Faro,1503002,Yes
b9792656-055d-3521-9875-fcdf6feb40b0,Brazil,government,15000036,EEEFM FLORA TEIXEIRA,-2.1734,-56.747,0.94,495,Yes,Estadual,Urban,Yes,5.0,Norte,1,Pará,15,Faro,1503002,Yes
6e7c0ea7-275f-3f31-ad68-63d5eace83a9,Brazil,government,15000060,E M E F DIVINO ESPIRITO SANTO,-2.169,-56.7474,0.94,137,No,Municipal,Urban,Yes,2.0,Norte,1,Pará,15,Faro,1503002,Yes
657c5739-3da9-3b85-bb2d-187537a575bb,Brazil,government,15000079,E M E F NSRA APARECIDA,-1.1509,-57.8159,0.67,24,No,Municipal,Rural,No,0.0,Norte,1,Pará,15,Faro,1503002,No
2a6c1d75-8716-31ec-bc1c-cfd6744addf5,Brazil,government,15000087,E M E I F NSRA DA CONCEICAO,-1.9953,-56.7178,1.0,151,No,Municipal,Rural,Yes,5.0,Norte,1,Pará,15,Faro,1503002,Yes
ecdfd417-aabe-3d11-967b-ad34f35c8746,Brazil,government,15000095,E M E I F N SRA DAS GRACAS,-1.1509,-57.8159,0.67,202,No,Municipal,Rural,No,0.0,Norte,1,Pará,15,Faro,1503002,No
f08c0a7d-2baa-3857-ab54-a75009025428,Brazil,government,15000125,E M E I F NSRA DO LIVRAMENTO,-1.1509,-57.8159,0.67,46,No,Municipal,Rural,No,0.0,Norte,1,Pará,15,Faro,1503002,No
3d982ff6-fa91-30c9-a42d-7b3cb73ccccf,Brazil,government,15000133,E M E I F PROF MARIA CRISTINA ANDRADE DE CARVALHO,-2.1692,-56.7398,1.0,122,No,Municipal,Urban,Yes,5.0,Norte,1,Pará,15,Faro,1503002,Yes
dd0b21ef-242c-324f-8809-33016a98046b,Brazil,government,15000141,E M E F SAGRADA FAMILIA,-1.1509,-57.8159,0.67,10,No,Municipal,Rural,No,0.0,Norte,1,Pará,15,Faro,1503002,No
3e39a50c-4c8e-3180-b390-ce1966a179bf,Brazil,government,15000150,E M E I E F SAO FRANCISCO DE CANINDE,-1.1509,-57.8159,0.67,86,No,Municipal,Rural,No,0.0,Norte,1,Pará,15,Faro,1503002,No
e921cd37-0803-3ac1-848b-a78d5bc131f5,Brazil,government,15000168,E M E I F SAO JOAO BATISTA,-2.1726,-56.7458,1.0,229,No,Municipal,Urban,Yes,5.0,Norte,1,Pará,15,Faro,1503002,Yes
d9d35b95-3a46-38a1-a552-3f2670edeee6,Brazil,government,15000192,E M E I E F SAO TOME,-1.1509,-57.8159,0.67,9,No,Municipal,Rural,No,0.0,Norte,1,Pará,15,Faro,1503002,No
ec4185fb-81f5-3f21-8b5f-3635207e6d23,Brazil,government,15000214,E M E I F NSRA DE FATIMA,-1.1509,-57.8159,0.67,81,No,Municipal,Rural,No,0.0,Norte,1,Pará,15,Faro,1503002,No
840e0153-c5d2-3a8f-84cb-433a82e4150b,Brazil,government,15000265,EEEFM DEP AMERICO PEREIRA LIMA,-2.1554,-56.092,0.94,729,No,Estadual,Urban,Yes,5.0,Norte,1,Pará,15,Juruti,1503903,Yes
38daaca2-d709-3d4c-ac96-a96c8c642fff,Brazil,government,15000281,EEEFM EMANUEL SALGADO VIEIRA,-2.1574,-56.093,0.94,1614,Yes,Estadual,Urban,Yes,5.0,Norte,1,Pará,15,Juruti,1503903,Yes
63af6419-453d-378e-b58a-ba54b4a59250,Brazil,government,15000290,EEEF NOSSA SENHORA DA SAUDE,-2.153,-56.0921,0.94,538,No,Estadual,Urban,Yes,2.0,Norte,1,Pará,15,Juruti,1503903,Yes
