uuid,country,source,source_school_id,school_name,latitude,longitude,dq_score,student_count,computer_availability,school_type,school_region,internet_availability,internet_speed_Mbps,region,region_code,state,state_code,city,city_code,internet_availability_prediction
82679ff0-f358-33d0-b3ce-4fc4c2740b7e,Brazil,government,11000023,EEEE ABNAEL MACHADO DE LIMA - CENE,-8.7585,-63.854,0.94,174,Yes,Estadual,Urban,Yes,5.0,Norte,1,Rondônia,11,Porto Velho,1100205,Yes
115d27ba-82a1-3744-a3fb-90f216f54f6f,Brazil,government,11000040,EMEIEF PEQUENOS TALENTOS,-8.7937,-63.8839,1.0,205,No,Municipal,Urban,Yes,5.0,Norte,1,Rondônia,11,Porto Velho,1100205,Yes
3d7fb661-61a4-33b3-bc3a-33455b75f7d9,Brazil,government,11000201,EMEF PROF HERBERT DE ALENCAR,-8.764,-63.8783,0.94,407,Yes,Municipal,Urban,Yes,5.0,Norte,1,Rondônia,11,Porto Velho,1100205,Yes
9507b9e6-4ea6-3cfc-b0c5-4c0b9f64c711,Brazil,government,11000260,COLEGIO TIRADENTES DA POLICIA MILITAR DO ESTADO DE RONDONIA-CTPM,-8.7383,-63.8791,1.0,1457,Yes,Estadual,Urban,Yes,5.0,Norte,1,Rondônia,11,Porto Velho,1100205,Yes
b5ec97ef-a418-35da-b161-3971c87ac36d,Brazil,government,11000309,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MARISE CASTIEL,-8.7508,-63.9087,1.0,499,No,Municipal,Urban,No,0.0,Norte,1,Rondônia,11,Porto Velho,1100205,No
b62fd5d3-1a21-3815-a65a-e4aa05db1f67,Brazil,government,11000317,EEEFM DR JOSE OTINO DE FREITAS,-8.7422,-63.8754,1.0,988,Yes,Estadual,Urban,Yes,5.0,Norte,1,Rondônia,11,Porto Velho,1100205,Yes
de9b1bc8-6536-3be9-abbd-ce662502081a,Brazil,government,11000368,EMEIEF 13 DE MAIO,-8.8043,-63.8769,1.0,729,Yes,Municipal,Rural,Yes,5.0,Norte,1,Rondônia,11,Porto Velho,1100205,Yes
b5c7720e-5bfd-3ac6-8a38-acec39a19dd3,Brazil,government,11000376,EEEF 21 DE ABRIL,-8.7506,-63.8909,1.0,834,Yes,Estadual,Urban,Yes,5.0,Norte,1,Rondônia,11,Porto Velho,1100205,Yes
b42536af-edfb-3871-b0a9-387ff8405692,Brazil,government,11000384,EEEFM 4 DE JANEIRO,-8.7414,-63.8643,1.0,1009,Yes,Estadual,Urban,Yes,5.0,Norte,1,Rondônia,11,Porto Velho,1100205,Yes
1df1254e-2496-3471-9bf2-8c6944de680c,Brazil,government,11000422,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PINGO DE GENTE,-11.1744,-61.9082,1.0,224,No,Municipal,Urban,Yes,5.0,Norte,1,Rondônia,11,Presidente Médici,1100254,Yes
dd0e6466-2414-3281-9971-ca023cdd7b5a,Brazil,government,11000449,EMEF ANIBAL MARTINS,-8.3259,-63.492,0.94,0,,Municipal,Rural,,,Norte,1,Rondônia,11,Porto Velho,1100205,No
afbaece4-8c80-3ac5-b13e-8a5c1d55faac,Brazil,government,11000457,EEEFM PROFESSORA ANTONIA VIEIRA FROTA,-9.6572,-65.7472,1.0,946,No,Estadual,Urban,Yes,5.0,Norte,1,Rondônia,11,Porto Velho,1100205,Yes
fe1d00cf-87d7-33fa-a98a-4ec3124dedfd,Brazil,government,11000465,EMEIEF ANTONIO AUGUSTO VASCONCELOS,-8.8719,-64.0547,1.0,80,No,Municipal,Rural,No,0.0,Norte,1,Rondônia,11,Porto Velho,1100205,No
ef2f3575-1c17-3388-a24d-746bd8f42fcc,Brazil,government,11000473,EMEF ANTONIO FERREIRA DA SILVA,-8.7571,-63.8902,1.0,805,No,Municipal,Urban,Yes,5.0,Norte,1,Rondônia,11,Porto Velho,1100205,Yes
987244a1-03e5-371b-9e98-66a37f8db0c9,Brazil,government,11000546,EMEF BAIXA VERDE,-9.7843,-66.5923,0.67,6,No,Municipal,Rural,No,0.0,Norte,1,Rondônia,11,Porto Velho,1100205,No
a6f719e2-4892-3166-9865-843265b91433,Brazil,government,11000554,EEEFM BANDEIRANTES,-9.7592,-66.6174,1.0,638,No,Estadual,Urban,Yes,5.0,Norte,1,Rondônia,11,Porto Velho,1100205,Yes
79a70405-cccb-36b0-8c76-973466dda1e4,Brazil,government,11000562,EMEF BARAO DO RIO BRANCO,-9.5285,-65.4588,1.0,63,No,Municipal,Urban,No,0.0,Norte,1,Rondônia,11,Porto Velho,1100205,No
